,company,wikidata_id,product_score,report_evidence_binary,report_evidence_content,average_sentiment_impactful,score_before_graph,graph_group_average,final_score
911,Svenska Handelsbanken AB,Q1421630,0,True,Going into the 2020 nomination committee season we will be increasing our focus on improving the gender equality on the companies boards,-2.74,0,0.0,0.0
912,Svenska Handelsbanken AB,Q1421630,0,True,The companies listened to us and wrote in the minutes of the meeting that investors had demanded increased gender equality on the company increasingly need to monitor and manage sustainability related risks and opp or t unities in order to remain pr table over the long term,-2.74,0,0.0,0.0
913,Svenska Handelsbanken AB,Q1421630,0,True,Branch Manager Marie vi k GENDER EQUALITY AND DIVERSITY The promotion of gender equality and diversity is part of our core values and must be a natural and integral part of our daily work,-2.74,0,0.0,0.0
914,Svenska Handelsbanken AB,Q1421630,0,True,We are convinced that increased gender equality promotes a positive performance for companies and therefore work actively to integrate equality in our investment operations,-2.74,0,0.0,0.0
915,Svenska Handelsbanken AB,Q1421630,0,True,Its purpose is to boost skills on how we work in this area so employees can provide in for mati on to our customers and other in the Nether lands will carry out gender equality training for managers together with an external party,-2.74,0,0.0,0.0
916,Svenska Handelsbanken AB,Q1421630,0,True,In addition to the be nets stipulated by law re gul a t ions collective bargaining agreements and other local agreements we offer be nets that promote our view of long term employment gender equal it y and participation in Handels bank ens results,-2.74,0,0.0,0.0
917,Svenska Handelsbanken AB,Q1421630,0,True,Gender equality decent work conditions and childrens rights are a natural part of our own operations,-2.74,0,0.0,0.0
918,Swedbank AB,Q1145493,0,False,nothing,-28.4,-1,-1.0,-1.0
919,Swedish Match AB,Q52855,0,False,nothing,5.776666666666666,1,1.0,1.0
920,Swedish Orphan Biovitrum AB,Q7654795,0,False,nothing,5.0,1,1.0,1.0
921,Swire Properties Ltd,Q7658810,0,True,83 Equal Remuneration for Women and MenG 4 DMA Equal remuneration for women and men Our People Equal Opportunities P,26.749999999999996,2,2.0,2.0
922,Swire Properties Ltd,Q7658810,0,True,Every st a member is required to observe the legislation on equal opportunities and may face disciplinary or legal action if they fail to recruit remunerate and promote people based solely on their experience skills and job performance without regard to age gender race national origin disability sexual orientation or family or marital of Conduct Our Company Code of Conduct delineates how we expect employees to conduct themselves at work,26.749999999999996,2,2.0,2.0
923,Swiss Life Holding AG,Q667350,0,False,nothing,-55.87,-1,-1.0,-1.0
924,Swiss Re AG,Q605565,0,True,Ensured gender equal nominations to our Addressed gender pay gap and created transparency on Equal Pay Statistical analysis conducted in 2018 and 2019 by a leading consultancy does not indicate a statistically significant risk of gender bias at Swiss Re Total workforce 47,15.273333333333335,2,2.0,2.0
925,Swiss Re AG,Q605565,0,True,Highlights of Swiss Sustainability approach May Selected external acknowledgements The graduates swiss re programme has won for the fourth year in a row the award 1 st place in the category Our Global Business Solution Centre Bangalore was recognised Learning Skills NASS COM Global Capability Centres Conclave Swiss Re included as an index member for the second year in a row which underscores our strong commitment to demonstrated a commitment to equality and advancing women in the Bloomberg Gender Equality Index 2020 NASS COM award Highlights of Swiss Sustainability approach May At Swiss Re we embrace and build a diverse workforce that brings together the best of multiple generations cultures skill sets and thinking A commitment to inclusive ness is therefore fundamental to our organisational performance and to reaching the goals set out in our People Strategy Workplace split by region Swiss Re employs people with diverse backgrounds from 115 nations in over 80 offices and more than 30 countries 122,15.273333333333335,2,2.0,2.0
926,Swiss Re AG,Q605565,0,True,153 of employees are represented by an independent trade union or covered by collective bargaining agreements Highlights of Swiss Sustainability approach May We believe that increasing gender balance in leadership is a strategic imperative critical to our future business success In 2019 we Established and regularly measure gender diversity metrics Gender Promotion Ratio 1 was established in 2017 as a goal for the Group Executive Committee GEC in order to hold senior leaders accountable for making progress Female joiners rate has been introduced Successfully completed our global female sponsorship initiative designed to enable high potential female talent to reach their career aspirations,15.273333333333335,2,0.5,2.0
927,Synopsys Inc,Q2303478,0,False,nothing,56.36999999999999,1,1.0,1.0
928,T-Mobile US Inc,Q3511885,0,False,nothing,49.30000000000001,1,0.0,0.5
929,Taiwan Semiconductor Manufacturing Co Ltd,Q713418,0,False,nothing,-28.984081632653066,-1,-1.0,-1.0
930,TAL Education Group,Q96407440,1,False,nothing,4.0,2,2.0,2.0
931,Tassal Group Ltd,Q7687626,0,False,nothing,-12.853333333333332,-1,-1.0,-1.0
932,Tata Motors Ltd,Q188514,0,False,nothing,29.538125,1,1.0,1.0
933,Tata Steel Ltd,Q963101,0,False,nothing,-0.4433333333333345,-1,-1.0,-1.0
934,TC Energy Corp,Q1516108,0,False,nothing,-56.4,-1,-1.0,-1.0
935,TDK Corp,Q855479,0,False,nothing,60.43333333333334,1,1.0,1.0
936,TE Connectivity Ltd,Q663452,0,False,nothing,-0.78,-1,-1.0,-1.0
937,Teijin Ltd,Q1111609,0,False,nothing,9.9,1,1.0,1.0
938,Telecom Italia SpA/Milano,Q144617,0,False,nothing,-27.56,-1,-0.5,-1.0
939,Teledyne Technologies Inc,Q7696127,0,False,nothing,-3.910000000000004,-1,-1.0,-1.0
940,Telenet Group Holding NV,Q616340,0,False,nothing,3.4966666666666657,1,1.0,1.0
941,Telia Co AB,Q862303,0,False,nothing,-690.38,-1,-1.0,-1.0
942,Telstra Corp Ltd,Q721162,0,True,PROGRESS GENDER To attract and retain women in our workforce in we My Mentor a 12 week multi media programme that aims to improve strategic business skills for women events and programmes and partnering with organisations such as Catalyst Sustaining Women in Business Business Chicks Women in Engineering Chief Executive Women and Females in Information Technology and Telecommunications become the Telstra Gender Equality Network which includes men as active champions of gender equality at was a na list in the 2010 Equal Opportunity for Women in the Workplace Agency s Business Achievement Awards a recognition of our initiatives to support women in the recruiting and retaining a diverse team of talented people at Telstra better enables us to provide the best in service to our customers and helps to create a more inclusive workplace and society,-42.28769230769231,0,0.0,0.0
943,Tempur Sealy International Inc,Q19604577,0,False,nothing,17.990000000000002,1,1.0,1.0
944,Tenaga Nasional Bhd,Q1584297,0,False,nothing,15.68,1,1.0,1.0
945,Tencent Holdings Ltd,Q860580,0,False,nothing,-7.417446808510638,-1,-0.42857142857142855,-1.0
946,Tenet Healthcare Corp,Q3518066,0,False,nothing,-35.36000000000001,-1,-1.0,-1.0
947,Tenneco Inc,Q1509038,0,False,nothing,0.0,-1,-1.0,-1.0
948,Teradyne Inc,Q2404292,0,False,nothing,-1.16,-1,-1.0,-1.0
949,Tesco PLC,Q487494,0,True,We focus on identifying gender equality issues in our operations and supply chain and are working to mitigate and remediate any that we rights continued Learn more in our human rights PLC Little Helps Plan Report sell millions of items every day and aim to provide great value healthy sustainable products that are affordable to are committed to ensuring our products are grown sourced and produced in a responsible and sustainable way,-14.305555555555555,0,0.0,0.0
950,Tesco PLC,Q487494,0,True,Transform Where we cannot solve complex sector wide issues alone we work together with others to drive transformation al change by tackling the root causes of endemic issues focusing especially on worker representation gender equality tackling modern slavery and sustainable have a three pillar approach to taking action in line with our strategy Sustainable livelihoods Worker representation Gender equality Modern slavery 3,-14.305555555555555,0,0.0,0.0
951,Tesco PLC,Q487494,0,True,We promote dialogue between trade unions suppliers industry organisations certification and audit companies and equality Our aim is for more women to be in leadership positions and for all women to be safe at work,-14.305555555555555,0,-0.5,-0.5
952,Tesla Inc,Q478214,0,False,nothing,-135.9742857142857,-1,-1.0,-1.0
953,Teva Pharmaceutical Industries Ltd,Q898750,0,True,We promote diversity inclusion gender equality health and safety to create work environments where our employees can thrive,-31.226666666666656,0,0.21052631578947367,0.5
954,Texas Instruments Inc,Q193412,0,False,nothing,-17.568000000000005,-1,-1.0,-1.0
955,Thermo Fisher Scientific Inc,Q643674,0,False,nothing,11.854,1,1.0,1.0
956,thyssenkrupp AG,Q137910,0,False,nothing,-20.4275,-1,-1.0,-1.0
957,TI Fluid Systems PLC,Q7670467,0,False,nothing,0.2333333333333333,1,1.0,1.0
958,TJX Cos Inc,Q1285819,0,True,Specifically we have Workplace programs to support gender equality Communities programs to support zero hunger good health and well being quality education and Environmental programs to support affordable and clean energy as well as climate action,-9.4,0,0.0,0.0
959,TJX Cos Inc,Q1285819,0,True,15 We have expanded our efforts to include a gender pay equity analysis of our United States workforce,-9.4,0,0.0,0.0
960,Tokio Marine Holdings Inc,Q1812086,0,True,Among matters related to DI we place particular emphasis on elimination of the gender gap and have been tackling this as a universal issue for the entire Group,-78.528,0,0.0,0.0
961,Tokio Marine Holdings Inc,Q1812086,0,True,We have been making proactive efforts over time to create an appropriate environment and promote human resources development so that every female employee at each Group company can autonomously build their careers and thrive in an even wider range of We Envision through Elimination of the Gender Gap Tokio Marine N ichi do has been striving to eliminate the gender gap in seeking to achieve a state in which women commonly participate in every decision making process,-78.528,0,0.0,0.0
962,Toll Brothers Inc,Q7814310,0,False,nothing,11.75,1,1.0,1.0
963,Toray Industries Inc,Q168115,0,False,nothing,6.354999999999999,1,1.0,1.0
964,TotalEnergies SE,Q154037,0,False,nothing,-10.240000000000002,-1,-0.25,-1.0
965,Tower Bersama Infrastructure Tbk PT,Q7829632,0,False,nothing,-0.24,-1,-1.0,-1.0
966,Toyota Motor Corp,Q53268,0,False,nothing,8.434495412844038,1,1.0,1.0
967,TransAlta Renewables Inc,Q2448801,0,False,nothing,91.7,1,1.0,1.0
968,TransDigm Group Inc,Q7833612,0,False,nothing,-0.8160000000000001,-1,-1.0,-1.0
969,Transurban Group,Q3538015,0,True,1 Average hourly earnings of female and male employees by occupation and age Refer to FY 20 Employee Data Tables target achievement of gender equity at all levels across Trans urban Policies in place to ensure pay equality Completed annual gender equity pay review Continued our Social Traders membership to encourage partnerships with social enterprises both directly and through our extended supply chain Launched second Innovate Reconciliation Action Plan RAP in Australia to support Aboriginal and Torres Strait Islander AT SI employment and businesses,12.6,2,2.0,2.0
970,Transurban Group,Q3538015,0,True,1 Legal frameworks in place to promote enforce and monitor equality and non discrimination on the basis of sex Policies and procedures in place regarding diversity and non discrimination target 100 coverage Refreshed female talent program to cultivate mindset s and behaviours that distinguish women who are successful in advancing their careers and equip people leaders to act as sponsors for female talent Enhanced reporting and insights to enable leadership teams to identify representation hot spots and trends Refreshed our Females Excelling in Engineering and Technology FEET program and achieved 100 NPS from participants,12.6,2,2.0,2.0
971,Transurban Group,Q3538015,0,True,2 Proportion of women in managerial positions 43 M 57 F Senior Executives target achievement of gender equity at all levels across Trans urban 67 M 33 F Board target at least 30 representation of each gender Realise Your Potential women in leadership development program internal training continued Supporting up and coming female engineers especially via FEET Females Excelling in Engineering and Technology program Workplace Gender Equality Agency Employer of Choice for Gender Equality citation 2020 E qui leap Top 20 for gender equality citation Gender balance 62 M 38 F Workforce target achievement of gender equity at all levels across Trans urban FEET participants 23 FEET Program participants,12.6,2,2.0,2.0
972,Transurban Group,Q3538015,0,True,1 Average hourly earnings of female and male employees by occupation and age Refer to FY 21 Employee Data Tables target achievement of gender equity at all levels across Trans urban Policies in place to ensure pay equity Completed annual gender equity pay review Issued Human Rights Policy for the Group which covers working conditions and pay equity and asylum seeker background Leadership teams tracking gender representation through enhanced reporting and insights taking targeted actions as required Continued our Social Traders membership to encourage partnerships with social enterprises both directly and through our extended supply chain in partnership with Ability Works Australia we won the 2020 Social Traders Social Procurement Partnership of the Year award Continued implementing our Innovate Reconciliation Action Plan RAP to support Aboriginal and Torres Strait Islander employment and businesses Expanded key partnerships to support positive education and employment outcomes for Aboriginal and Torres Strait Islander People QLD Queensland Aboriginal and Torres Strait Islander Foundation Career Trackers NSW Clontarf Foundation KARI Foundation NSW Aboriginal Education Consultative Group VIC Bu b up Wil am Melbourne Indigenous Transition School Continued development and implementation of strategies to increase Aboriginal and Torres Strait Islander recruitment and professional development,12.6,2,2.0,2.0
973,Travelers Cos Inc,Q942471,0,False,nothing,5.117500000000001,1,1.0,1.0
974,TreeHouse Foods Inc,Q16958009,0,False,nothing,0.3485714285714286,1,1.0,1.0
975,Trex Co Inc,Q16985774,0,False,nothing,84.3,1,1.0,1.0
976,Tri Pointe Homes Inc,Q105038141,0,False,nothing,27.18,1,1.0,1.0
977,Trimble Inc,Q2297063,0,False,nothing,0.6533333333333333,1,1.0,1.0
978,Trinseo SA,Q18354527,0,False,nothing,6.0,1,1.0,1.0
979,Turkcell Iletisim Hizmetleri AS,Q283852,0,False,nothing,-3.039999999999996,-1,-1.0,-1.0
980,Turkiye Garanti Bankasi AS,Q322962,0,False,nothing,-16.92,-1,-1.0,-1.0
981,Twitter Inc,Q918,0,True,50 Women 25 and culture 30 We are committed to equal pay for equal work,-230.30193548387095,0,0.0,0.0
982,Twitter Inc,Q918,0,True,These included helping people exercise their right to vote the US and promoting digital citizenship in the UK advancing womens rights in Korea and Indonesia and fostering environmental awareness around the AM Feb 28 for Good 41 witter social impact campaigns We know that not all causes fit into a box and so there are myriad ways we empower and amplify social impact campaigns through products like emo j is and Promoted Trends,-230.30193548387095,0,0.0,0.0
983,u-blox Holding AG,Q2466238,0,False,nothing,0.55,1,1.0,1.0
984,Ubisoft Entertainment SA,Q188273,0,False,nothing,-53.59090909090909,-1,-0.42857142857142855,-1.0
985,UBS Group AG,Q193199,0,True,12 Appendix 7 Ratings and commitments Ratings and recognitions 1 Scope UB S result awards China Worlds Most Attractive Employers Univers um Employment related Top 50 Bloomberg Gender Equality Index Employment related Index member Working Mother magazines 100 Best Companies US Employment related Top 100 Best Places to Work for LGBT Q Equality Human Rights Campaign US Employment related Included for 16 th consecutive year The Times Top 100 Graduate Employers UK Employment related Top 100 Best Re turner Program 2020 by Working Families UK Employment related Winner UB S is an EQUAL SALARY Certified Employer Switzerland US UK Hong Kong Singapore Employment related Certification Swiss LGBT I Label Employment related Certification UN backed Womens Empowerment Principles Employment related Signatory UK governments Women in Finance Charter Employment related Signatory Race at Work Charter UK Employment related Signatory 1 All information provided is as of 31 December 2020 2 As defined in the UB S Compensation Report 2020 101,-10.939615384615385,0,0.0,0.0
986,UBS Group AG,Q193199,0,True,AAc chh ii e ev ve emme en ntt s s SSt ta at tu uss GRI 405 Diversity and Equal Opportunity GRI 406 Non Discrimination Strengthen our diverse and inclusive workplace Aspiration to increase the ratio of women in management roles to one third Expansion of understanding and skill base around inclusive leadership Implement supporting initiatives to hire promote and retain more women at all levels of the organization We aim to shape a diverse and inclusive culture across UB S that is innovative provides outstanding service to our clients and is a great place where individuals can unlock their potential,-10.939615384615385,0,0.0,0.0
987,UBS Group AG,Q193199,0,True,5 Indicators such as global and country specific Univers um rankings peer leading positions in human resources elements of the Dow Jones Sustainability Index recognition by Bloomberg Gender Equality Index market recognition in various new and established benchmarks rankings 12 Sustainability Report 2020 Why 12 The changes we face Sustainable Development Goals Our role in the world We are advancing toward 2030 the designated deadline to reach the United Nations UN Sustainable Development Goals S DGs,-10.939615384615385,0,0.0,0.0
988,UBS Group AG,Q193199,0,True,5 Indicators such as global and country specific Univers um rankings peer leading positions in human resources elements of the Dow Jones Sustainability Index recognition by Bloomberg Gender Equality Index market recognition in various new and established benchmarks rankings 11 Our aim is to create long term value for our stakeholders,-10.939615384615385,0,0.0,0.0
989,UBS Group AG,Q193199,0,True,Gender diversity has long been a strategic early 2020 we stated an aspiration to increase the percentage of women in our Director level and above population to 30 by 2025,-10.939615384615385,0,-0.5,-0.5
990,UGI Corp,Q2852632,0,False,nothing,43.815,1,1.0,1.0
991,UltraTech Cement Ltd,Q7880419,0,True,We also run de addiction campaigns espousing basic moral values and gender empowerment through economic self reliance We consider women as agents of social change and work to develop an enabling environment ensuring removal of disparities for social inclusions,8.55,2,2.0,2.0
992,UltraTech Cement Ltd,Q7880419,0,True,6 Management cadre 7 Staff cadre 29 Wage board 2 Trust employees Gender intelligence Employees and manager sens it is ation on their roles 50 Employees covered Women friendly policies Regular sessions are raise awareness on these policies and implement the same AN INCLUSIVE AND SAFE WORK CULTURE At Ultra Tech we believe gender diversity adds value to the Company and we support women to take charge at our manufacturing facilities,8.55,2,2.0,2.0
993,UltraTech Cement Ltd,Q7880419,0,True,Our programmes cover women empowerment skill enhancement and vocational training agriculture development animal husbandry soil and water conservation watershed development and a gro forestry,8.55,2,2.0,2.0
994,Umicore SA,Q902769,0,True,We ve set ourselves an ambitious goal of gender parity as soon as possible with 35 women in management by 2030,29.28,2,2.0,2.0
995,Umicore SA,Q902769,0,True,We want to be more inclusive and more culturally diverse in our management teams and by going for 50 women in management as soon as possible Gender parity Today women are still underrepresented in senior leadership,29.28,2,2.0,2.0
996,Umicore SA,Q902769,0,True,We want our employees to have equal rights equal responsibilities and equal opportunities regardless of their gender,29.28,2,2.0,2.0
997,UniCredit SpA,Q45568,0,False,nothing,-44.42,-1,-1.0,-1.0
998,Unilever PLC,Q157062,0,True,In recent years we ve made good progress in our journey towards gender equality hitting our gender balance target at management level one year early and maintaining it at 50 in 2020,-219.5386363636364,0,0.0,0.0
999,Unilever PLC,Q157062,0,True,We were also listed in Bloomberg s 2020 Gender Equality part of our Framework for Fair Compensation we are committed to pay a living wage to all our direct the end of 2020 100 of Unilever s direct employees globally were paid at or above a certified living wage 2018 we committed to improve the representation of people with disabilities in our business,-219.5386363636364,0,0.0,0.0
1000,Unilever PLC,Q157062,0,True,Were proud to have won a prestigious Catalyst Award for our initiatives to create a gender balanced and inclusive culture that breaks down stereotypes,-219.5386363636364,0,0.0,0.0
1001,Unilever PLC,Q157062,0,True,We will focus on Gender equity Race and ethnicity equity Body confidence,-219.5386363636364,0,0.0,0.0
1002,Unilever PLC,Q157062,0,True,See our website for more on raising living standards Opportunities for all To be a truly inclusive business we need to make sure women especially women from under represented groups have the same access as men to opportunities,-219.5386363636364,0,0.0,0.0
1003,Union Pacific Corp,Q20183163,0,True,14 Table of Contents 2012 Sustainability and Citizenship Report OUR COMPANY Equal Opportunity Harassment Policies A discrimination free workplace and fair treatment are fundamental rights of all Union Pacific Pacific has an Equal Employment Opportunity Policy that extends to all employees and applicants without regard to race color gender national origin age religion sexual orientation gender identity veteran status or disability or genetic addition our Harassment Policy prohibits offensive behavior directed at individuals based on any of the aforementioned protected we also prohibit discrimination based on sexual orientation and gender identity in hiring promotion demotion termination transfer leaves of absence compensation and training our policy exceeds federal and most state employment are expected to report acts of discrimination or harassment to the company s EE O Department Ethical Standards Union Pacific has adopted a Code of Ethics for the CEO and Senior Financial Officers a Statement of Policy Concerning Business Conduct and Ethics for employees and a Code of Business Conduct and Ethics for was developed and is overseen by the boards corporate governance and nominating continually assess the appropriateness of these codes and policies and recommend changes that comply with federal regulations to continue to promote and support good information about our ethical standards and copies of these,-16.8,0,0.0,0.0
1004,Union Pacific Corp,Q20183163,0,True,Union Pac ics Equal Employment Opportunity Policy helps us provide an equal opportunity to succeed for all employees and applicants without regard to race color gender national origin age religion sexual orientation veteran status or disability,-16.8,0,0.0,0.0
1005,United Overseas Bank Ltd,Q2064074,0,False,nothing,141.4057142857143,1,1.0,1.0
1006,United Parcel Service Inc,Q155026,0,False,nothing,9.352500000000004,1,1.0,1.0
1007,United Rentals Inc,Q7889101,0,False,nothing,-7.065000000000001,-1,-1.0,-1.0
1008,United States Steel Corp,Q72539,0,True,Current ERGs focus on women minorities new professionals and veterans and we plan to add a group for the LGBT Q community in DIVERSITY INCLUSION 29 INCLUSION At U,-20.16142857142857,0,0.0,0.0
1009,United Utilities Group PLC,Q503038,0,True,Celebrate the success of those of our senior and emerging female leaders included in the Northern Women Future List Look for targeted development for our future female leaders with cross company mentoring schemes and targeted personal development to support future progression Actively encourage employees to join the gender equality network within the business Be part of the 30 per cent Club campaign to achieve the target of 30 per cent female representation in senior leadership teams by 2020 and Inspire future generations through our education based STEM programmes actively promoting STEM related educational paths careers and opportunities specifically to females across the North West,-7.140000000000004,0,0.0,0.0
1010,United Utilities Group PLC,Q503038,0,True,We have a Gender Equality Network that helps by providing role models mentoring and opportunities,-7.140000000000004,0,0.0,0.0
1011,United Utilities Group PLC,Q503038,0,True,The focus of the session is to equip our colleagues managers and senior leaders with the right tools and information to help them support our LGBT colleagues and contribute to our ethos of an inclusive pay The utilities industry is traditionally male dominated with the vast majority of jobs requiring STEM main driver of our gender pay gap is the shape of our workforce and the challenges faced within our industry when trying to attract and recruit 35 per cent of our workforce is female,-7.140000000000004,0,0.0,0.0
1012,UnitedHealth Group Inc,Q2103926,0,False,nothing,-6.947142857142856,-1,-1.0,-1.0
1013,Universal Display Corp,Q3116307,0,False,nothing,40.395,1,1.0,1.0
1014,Uponor Oyj,Q1536068,0,False,nothing,20.160000000000004,1,1.0,1.0
1015,US Bancorp,Q739084,0,False,nothing,26.040000000000003,1,0.21052631578947367,1.0
1016,Vale SA,Q583268,0,False,nothing,-24.972500000000004,-1,-1.0,-1.0
1017,Valmet Oyj,Q1197161,0,False,nothing,7.446153846153846,1,1.0,1.0
1018,Valmont Industries Inc,Q7912506,0,False,nothing,35.86000000000001,1,1.0,1.0
1019,Varta AG,Q695251,0,False,nothing,-10.72,-1,0.0,-0.5
1020,Ventas Inc,Q19865761,0,False,nothing,5.214,1,0.5,1.0
1021,VeriSign Inc,Q734338,0,False,nothing,-1.1899999999999995,-1,-1.0,-1.0
1022,Verisk Analytics Inc,Q7921370,0,False,nothing,321.39,1,1.0,1.0
1023,Verizon Communications Inc,Q467752,0,False,nothing,1.323103448275864,1,1.0,1.0
1024,Vertiv Holdings Co,Q5370909,0,False,nothing,9.88,1,1.0,1.0
1025,Vestas Wind Systems A/S,Q868259,0,False,nothing,12.833999999999998,1,1.0,1.0
1026,VF Corp,Q457960,0,False,nothing,29.475,1,1.0,1.0
1027,Vina Concha y Toro SA,Q1123957,0,False,nothing,0.45,1,1.0,1.0
1028,Vinci SA,Q1475312,0,False,nothing,30.08,1,1.0,1.0
1029,Visa Inc,Q328840,0,True,Visa aims to achieve these goals by tailoring our core business lines to meet local market needs and by creating commercial and philanthropic partnerships that maximize the impact of digital financial services and the global reach of our payments Money Skills 2018 Global Reach markets 44 languages million unique page views annually 40 million individuals reached with content since 2012 13 million game plays and Financial Soccer 378 financial materials Women Visa is committed to promoting gender equality and empowering women within our organization and across the globe,156.97064516129032,2,2.0,2.0
1030,Visa Inc,Q328840,0,True,Female representation at the global executive leadership level at Visa increased from 30 percent at the end of s cal year 2017 to 33 percent at the end of s cal year further support gender equality e or ts we collaborate with organizations such as Catalyst Stanford University and University of California Berkeley organizations that provide Visa with information on equality best practices industry benchmarking the latest academic research and thought partnership,156.97064516129032,2,2.0,2.0
1031,Visa Inc,Q328840,0,True,O er competitive compensation and be nets to all employees GOAL 4 Ensure inclusive and quality education for all and promote lifelong learning Empowering People entrepreneur and small merchant capacity Provide grants and training to female entrepreneurs Provide nanci al education Science Technology Education Math STEM education programs Investing in Our ongoing education and training GOAL 5 Achieve gender equality and empower all women and girls Empowering People rst time access to digital payment accounts to 500 million under served people by to strengthen opportunities for women in emerging countries Provide grants and training to female entrepreneurs Investing in Our Workforce Advance initiatives to attract and retain diverse talent Commit to CEO Action on Diversity and Inclusion Develop women leaders Commitment to pay equity Protecting the Planet Maintain a culture of honesty and integrity GOAL 8 Promote inclusive and sustainable economic growth employment and decent work for all Empowering People access to under served and un banked Build entrepreneur and small merchant capacity Securing Commerce Protecting Consumers Invest in payments security infrastructure Investing in Our competitive compensation and be nets to all employees Foster ongoing education and training GOAL 10 Reduce inequality within and among countries Empowering People access to under served and un banked Provide nanci al education resources Enable safe ec i ent transactions to drive commerce Investing in Our Workforce Advance initiatives to attract and,156.97064516129032,2,2.0,2.0
1032,Visa Inc,Q328840,0,True,As part of building our inclusive and equitable organization we are committed to tracking measuring evaluating and reporting annually on our workforce demographics and pay Pay for Equal Work Gender in Global Workforce Male 59 Female 41 Gender in U,156.97064516129032,2,2.0,2.0
1033,Visa Inc,Q328840,0,True,education programs Investing in Our Workforce Foster ongoing education and training Achieve gender equality and empower all women and girls Empowering People first time access to digital payment accounts to 500 million under served people by 2020,156.97064516129032,2,2.0,2.0
1034,Visteon Corp,Q637474,0,False,nothing,135.5,1,1.0,1.0
1035,Vistra Corp,Q37068911,0,False,nothing,0.5175,1,1.0,1.0
1036,Vivendi SE,Q1127887,0,True,Commitments to evolving Human Resources processes at company level and at individual level recruiting encouraging gender equality among applicants mobility promotion evaluation system promoting orientation of young women toward technical careers in order to bring the gender gap closer to that reflected in the rate of graduation from the major training tracks raising the awareness of our partner recruiting consultancies and the presence of women on short lists encouraging internal mobility toward business units with poor gender balances and allocation of budget funds for job integration training,-0.893,0,0.0,0.0
1037,Vivendi SE,Q1127887,0,True,To learn more about the gender equality programs and actions carried out by our business units please see Registration Document,-0.893,0,-0.5,-0.5
1038,Vodafone Group PLC,Q122141,0,True,In the Global People Survey 87 of respondents agreed that people at Vodafone are treated fairly regardless of gender background age or belief a two point rise from the previous diversity and inclusion strategy focuses on improving gender diversity and maintaining a mix of nationalities among our senior leaders,24.05761904761905,2,2.0,2.0
1039,Vodafone Group PLC,Q122141,0,True,inclusion Supporting job seekers Bringing mobile to more women Workplace Equality Planet Go Net zero by 2040 Helping society to de carbon is e Building a circular economy Reducing emissions in our operations Reducing scope 3 emissions Digital Society Go Society Supporting small businesses Revolution ising healthcare Digital ising agriculture Creating smart cities Our contribution to UN S DGs Operating responsibly Go responsibly Human rights Go rights Our policy Managing human rights Our impacts Handling government demands Go government demands Challenges for operators Managing government demands Our principles and policies Government assistance demands supply chain Go supply chain How we manage our Supply Chain Engaging with our suppliers Child rights and online safety Go rights and online safety Useful resources for child online safety Anti bribery corruption Mobiles masts and health Go masts and health Is 5 G safe to use Our commitments and goals Independent research How the technology works Health the science and evidence Sustainability Reporting News Go Categories Go Corporate and Financial Digital Society Inclusion Planet Products Public Policy Services Technology Vodafone Foundation For Journalists Visual Assets Campaigns Events Go Events Mobile World Congress 2022 Barcelona Mobile World Congress 2021 LA Mobile World Congress 2021 Porsche s Formula E sponsorship Global Citizen Our 2020 heroes Contact,24.05761904761905,2,2.0,2.0
1040,Volvo AB,Q163810,0,False,nothing,-124.436,-1,-1.0,-1.0
1041,Wabash National Corp,Q7958645,0,False,nothing,-2.32,-1,-1.0,-1.0
1042,Wacker Chemie AG,Q535517,0,False,nothing,-10.19,-1,-1.0,-1.0
1043,Walt Disney Co,Q7414,0,False,nothing,36.22381578947369,1,1.0,1.0
1044,Waste Connections Inc,Q7972797,0,False,nothing,-3.2775000000000016,-1,-1.0,-1.0
1046,Waters Corp,Q1322011,0,True,We celebrate difference and diversity in our Employee Circles which focus on gender Multicultural Veterans and Pride allies,18.91,2,2.0,2.0
1047,Waters Corp,Q1322011,0,True,In 2018 Waters formalized the Gender Diversity Network setting the foundation for additional 2018 Waters launched nine new products upgrades and solutions that advance our customers ability to improve human health and well being,18.91,2,2.0,2.0
1048,Weichai Power Co Ltd,Q3567081,0,False,nothing,0.0,-1,-1.0,-1.0
1049,Wells Fargo & Co,Q744149,0,False,nothing,-34.102424242424235,-1,0.21052631578947367,-0.5
1050,Welltower Inc,Q20486917,0,True,We differentiate ourselves as industry leaders by championing gender equity and diversity in our boardrooms C suites leadership teams and employee base including approximately 40 of our Leadership Team made up of women and minorities,13.4,2,2.0,2.0
1051,Welltower Inc,Q20486917,0,True,DISCLOSURES Championing Gender Equity Well tower is extremely proud of our strong commitment to gender equality including continuing to achieve 11 gender parity across the organization,13.4,2,2.0,2.0
1052,Welltower Inc,Q20486917,0,True,For the second time Well tower was among a global group of 325 companies selected to the 2020 Bloomberg Gender Equality Index for promoting gender equality across four separate areas company statistics policies community engagement and products and services,13.4,2,2.0,2.0
1053,Welltower Inc,Q20486917,0,True,We found when you recruit board members based on skills and experience it is easy to end up with a diverse group whose strengths challenge our management team in positive was named to the 2020 Bloomberg Gender Equality Index GEI for the second consecutive year,13.4,2,2.0,2.0
1054,Welltower Inc,Q20486917,0,True,This further affirms our long standing commitment to achieving gender equality and empowering women in our workplace,13.4,2,2.0,2.0
